participant,condition,total.money,trial.number,trial.money,exploded,pumps,life
26,expansive,831,1,0,1,27,27
26,expansive,831,2,50,0,50,98
26,expansive,831,3,77,0,77,86
26,expansive,831,4,89,0,89,104
26,expansive,831,5,0,1,26,26
26,expansive,831,6,0,1,17,17
26,expansive,831,7,10,0,10,49
26,expansive,831,8,15,0,15,56
26,expansive,831,9,70,0,70,106
26,expansive,831,10,74,0,74,105
26,expansive,831,11,0,1,49,49
26,expansive,831,12,38,0,38,65
26,expansive,831,13,0,1,39,39
26,expansive,831,14,28,0,28,66
26,expansive,831,15,64,0,64,67
26,expansive,831,16,0,1,59,59
26,expansive,831,17,0,1,18,18
26,expansive,831,18,11,0,11,106
26,expansive,831,19,58,0,58,87
26,expansive,831,20,56,0,56,107
26,expansive,831,21,0,1,26,26
26,expansive,831,22,0,1,55,55
26,expansive,831,23,0,1,14,14
26,expansive,831,24,26,0,26,115
26,expansive,831,25,47,0,47,88
26,expansive,831,26,0,1,34,34
26,expansive,831,27,0,1,33,33
26,expansive,831,28,58,0,58,73
26,expansive,831,29,0,1,86,86
27,constrictive,830,0,48,0,48,72
27,constrictive,830,1,0,1,27,27
27,constrictive,830,2,48,0,48,98
27,constrictive,830,3,43,0,43,86
27,constrictive,830,4,58,0,58,104
27,constrictive,830,5,0,1,26,26
27,constrictive,830,6,0,1,17,17
27,constrictive,830,7,35,0,35,49
27,constrictive,830,8,0,1,56,56
27,constrictive,830,9,46,0,46,106
27,constrictive,830,10,40,0,40,105
27,constrictive,830,11,0,1,49,49
27,constrictive,830,12,59,0,59,65
27,constrictive,830,13,0,1,39,39
27,constrictive,830,14,47,0,47,66
27,constrictive,830,15,63,0,63,67
27,constrictive,830,16,0,1,59,59
27,constrictive,830,17,0,1,18,18
27,constrictive,830,18,58,0,58,106
27,constrictive,830,19,56,0,56,87
27,constrictive,830,20,55,0,55,107
27,constrictive,830,21,0,1,26,26
27,constrictive,830,22,0,1,55,55
27,constrictive,830,23,0,1,14,14
27,constrictive,830,24,52,0,52,115
27,constrictive,830,25,67,0,67,88
27,constrictive,830,26,0,1,34,34
27,constrictive,830,27,0,1,33,33
27,constrictive,830,28,0,1,73,73
27,constrictive,830,29,55,0,55,86
28,expansive,701,0,28,0,28,72
28,expansive,701,1,0,1,27,27
28,expansive,701,2,20,0,20,98
28,expansive,701,3,25,0,25,86
28,expansive,701,4,28,0,28,104
28,expansive,701,5,25,0,25,26
28,expansive,701,6,0,1,17,17
28,expansive,701,7,25,0,25,49
28,expansive,701,8,26,0,26,56
28,expansive,701,9,25,0,25,106
28,expansive,701,10,31,0,31,105
28,expansive,701,11,34,0,34,49
28,expansive,701,12,33,0,33,65
28,expansive,701,13,0,1,39,39
28,expansive,701,14,28,0,28,66
28,expansive,701,15,36,0,36,67
28,expansive,701,16,32,0,32,59
28,expansive,701,17,0,1,18,18
28,expansive,701,18,31,0,31,106
28,expansive,701,19,34,0,34,87
28,expansive,701,20,35,0,35,107
28,expansive,701,21,0,1,26,26
28,expansive,701,22,32,0,32,55
28,expansive,701,23,0,1,14,14
28,expansive,701,24,32,0,32,115
28,expansive,701,25,36,0,36,88
28,expansive,701,26,0,1,34,34
28,expansive,701,27,32,0,32,33
28,expansive,701,28,34,0,34,73
28,expansive,701,29,39,0,39,86
29,constrictive,438,0,41,0,41,72
29,constrictive,438,1,0,1,27,27
29,constrictive,438,2,17,0,17,98
29,constrictive,438,3,20,0,20,86
29,constrictive,438,4,19,0,19,104
29,constrictive,438,5,19,0,19,26
29,constrictive,438,6,0,1,17,17
29,constrictive,438,7,14,0,14,49
29,constrictive,438,8,12,0,12,56
29,constrictive,438,9,14,0,14,106
29,constrictive,438,10,13,0,13,105
29,constrictive,438,11,16,0,16,49
29,constrictive,438,12,17,0,17,65
29,constrictive,438,13,18,0,18,39
29,constrictive,438,14,15,0,15,66
29,constrictive,438,15,16,0,16,67
29,constrictive,438,16,16,0,16,59
29,constrictive,438,17,0,1,18,18
29,constrictive,438,18,15,0,15,106
29,constrictive,438,19,13,0,13,87
29,constrictive,438,20,14,0,14,107
29,constrictive,438,21,20,0,20,26
29,constrictive,438,22,16,0,16,55
29,constrictive,438,23,0,1,14,14
29,constrictive,438,24,17,0,17,115
29,constrictive,438,25,13,0,13,88
29,constrictive,438,26,15,0,15,34
29,constrictive,438,27,14,0,14,33
29,constrictive,438,28,16,0,16,73
29,constrictive,438,29,18,0,18,86
30,expansive,825,0,66,0,66,72
30,expansive,825,1,0,1,27,27
30,expansive,825,2,59,0,59,98
30,expansive,825,3,77,0,77,86
30,expansive,825,4,81,0,81,104
30,expansive,825,5,0,1,26,26
30,expansive,825,6,0,1,17,17
30,expansive,825,7,0,1,49,49
30,expansive,825,8,0,1,56,56
30,expansive,825,9,59,0,59,106
30,expansive,825,10,99,0,99,105
30,expansive,825,11,0,1,49,49
30,expansive,825,12,0,1,65,65
30,expansive,825,13,0,1,39,39
30,expansive,825,14,0,1,66,66
30,expansive,825,15,50,0,50,67
30,expansive,825,16,0,1,59,59
30,expansive,825,17,0,1,18,18
30,expansive,825,18,63,0,63,106
30,expansive,825,19,84,0,84,87
30,expansive,825,20,97,0,97,107
30,expansive,825,21,0,1,26,26
30,expansive,825,22,0,1,55,55
30,expansive,825,23,0,1,14,14
30,expansive,825,24,90,0,90,115
30,expansive,825,25,0,1,88,88
30,expansive,825,26,0,1,34,34
30,expansive,825,27,0,1,33,33
30,expansive,825,28,0,1,73,73
30,expansive,825,29,0,1,86,86
31,constrictive,958,0,56,0,56,72
31,constrictive,958,1,0,1,27,27
31,constrictive,958,2,38,0,38,98
31,constrictive,958,3,76,0,76,86
31,constrictive,958,4,73,0,73,104
31,constrictive,958,5,0,1,26,26
31,constrictive,958,6,0,1,17,17
31,constrictive,958,7,0,1,49,49
31,constrictive,958,8,40,0,40,56
31,constrictive,958,9,53,0,53,106
31,constrictive,958,10,57,0,57,105
31,constrictive,958,11,0,1,49,49
31,constrictive,958,12,50,0,50,65
31,constrictive,958,13,0,1,39,39
31,constrictive,958,14,45,0,45,66
31,constrictive,958,15,0,1,67,67
31,constrictive,958,16,51,0,51,59
31,constrictive,958,17,0,1,18,18
31,constrictive,958,18,48,0,48,106
31,constrictive,958,19,51,0,51,87
31,constrictive,958,20,70,0,70,107
31,constrictive,958,21,0,1,26,26
31,constrictive,958,22,45,0,45,55
31,constrictive,958,23,0,1,14,14
31,constrictive,958,24,51,0,51,115
31,constrictive,958,25,46,0,46,88
31,constrictive,958,26,0,1,34,34
31,constrictive,958,27,0,1,33,33
31,constrictive,958,28,36,0,36,73
31,constrictive,958,29,72,0,72,86
32,expansive,763,0,0,1,72,72
32,expansive,763,1,0,1,27,27
32,expansive,763,2,54,0,54,98
32,expansive,763,3,59,0,59,86
32,expansive,763,4,69,0,69,104
32,expansive,763,5,0,1,26,26
32,expansive,763,6,0,1,17,17
32,expansive,763,7,0,1,49,49
32,expansive,763,8,0,1,56,56
32,expansive,763,9,60,0,60,106
32,expansive,763,10,67,0,67,105
32,expansive,763,11,0,1,49,49
32,expansive,763,12,0,1,65,65
32,expansive,763,13,0,1,39,39
32,expansive,763,14,0,1,66,66
32,expansive,763,15,60,0,60,67
32,expansive,763,16,0,1,59,59
32,expansive,763,17,0,1,18,18
32,expansive,763,18,63,0,63,106
32,expansive,763,19,63,0,63,87
32,expansive,763,20,62,0,62,107
32,expansive,763,21,0,1,26,26
32,expansive,763,22,0,1,55,55
32,expansive,763,23,0,1,14,14
32,expansive,763,24,64,0,64,115
32,expansive,763,25,70,0,70,88
32,expansive,763,26,0,1,34,34
32,expansive,763,27,0,1,33,33
32,expansive,763,28,0,1,73,73
32,expansive,763,29,72,0,72,86
33,constrictive,833,0,41,0,41,72
33,constrictive,833,1,0,1,27,27
33,constrictive,833,2,28,0,28,98
33,constrictive,833,3,40,0,40,86
33,constrictive,833,4,38,0,38,104
33,constrictive,833,5,0,1,26,26
33,constrictive,833,6,0,1,17,17
33,constrictive,833,7,36,0,36,49
33,constrictive,833,8,38,0,38,56
33,constrictive,833,9,40,0,40,106
33,constrictive,833,10,42,0,42,105
33,constrictive,833,11,37,0,37,49
33,constrictive,833,12,46,0,46,65
33,constrictive,833,13,0,1,39,39
33,constrictive,833,14,38,0,38,66
33,constrictive,833,15,39,0,39,67
33,constrictive,833,16,41,0,41,59
33,constrictive,833,17,0,1,18,18
33,constrictive,833,18,43,0,43,106
33,constrictive,833,19,46,0,46,87
33,constrictive,833,20,43,0,43,107
33,constrictive,833,21,0,1,26,26
33,constrictive,833,22,40,0,40,55
33,constrictive,833,23,0,1,14,14
33,constrictive,833,24,40,0,40,115
33,constrictive,833,25,38,0,38,88
33,constrictive,833,26,0,1,34,34
33,constrictive,833,27,11,0,11,33
33,constrictive,833,28,34,0,34,73
33,constrictive,833,29,34,0,34,86
34,expansive,1023,0,18,0,18,72
34,expansive,1023,1,22,0,22,27
34,expansive,1023,2,52,0,52,98
34,expansive,1023,3,83,0,83,86
34,expansive,1023,4,81,0,81,104
34,expansive,1023,5,0,1,26,26
34,expansive,1023,6,0,1,17,17
34,expansive,1023,7,0,1,49,49
34,expansive,1023,8,0,1,56,56
34,expansive,1023,9,47,0,47,106
34,expansive,1023,10,49,0,49,105
34,expansive,1023,11,0,1,49,49
34,expansive,1023,12,51,0,51,65
34,expansive,1023,13,0,1,39,39
34,expansive,1023,14,49,0,49,66
34,expansive,1023,15,61,0,61,67
34,expansive,1023,16,57,0,57,59
34,expansive,1023,17,0,1,18,18
34,expansive,1023,18,72,0,72,106
34,expansive,1023,19,82,0,82,87
34,expansive,1023,20,72,0,72,107
34,expansive,1023,21,0,1,26,26
34,expansive,1023,22,0,1,55,55
34,expansive,1023,23,0,1,14,14
34,expansive,1023,24,63,0,63,115
34,expansive,1023,25,78,0,78,88
34,expansive,1023,26,0,1,34,34
34,expansive,1023,27,0,1,33,33
34,expansive,1023,28,41,0,41,73
34,expansive,1023,29,45,0,45,86
35,constrictive,902,0,66,0,66,72
35,constrictive,902,1,0,1,27,27
35,constrictive,902,2,50,0,50,98
35,constrictive,902,3,53,0,53,86
35,constrictive,902,4,80,0,80,104
35,constrictive,902,5,0,1,26,26
35,constrictive,902,6,0,1,17,17
35,constrictive,902,7,0,1,49,49
